TnP (total)
0, 0.008, 0.0283902
0.008, 0.024, 0.0291681
0.024, 0.045, 0.0298104
0.045, 0.072, 0.0300439
0.072, 0.114, 0.0310332
0.114, 0.189, 0.0326793
0.189, 0.391, 0.0339269
0.391, 1.153, 0.035149
1.153, 3.277, 0.0307324
