TnP (iso syst)
0, 0.008, 0.00057891
0.008, 0.016, 0.000616983
0.016, 0.024, 0.000662894
0.024, 0.034, 0.000625694
0.034, 0.045, 0.000679377
0.045, 0.057, 0.000747656
0.057, 0.072, 0.000814296
0.072, 0.091, 0.000840225
0.091, 0.114, 0.000932765
0.114, 0.145, 0.00104237
0.145, 0.189, 0.00109949
0.189, 0.258, 0.00115293
0.258, 0.391, 0.00128208
0.391, 0.695, 0.00159732
0.695, 1.153, 0.00171231
1.153, 1.947, 0.00209692
1.947, 3.277, 0.00298094
