TnP (total)
0, 2.5, 0.0123894
2.5, 5, 0.0124051
5, 7.5, 0.012487
7.5, 10, 0.0125318
10, 12.5, 0.012572
12.5, 15, 0.0126358
15, 17.5, 0.0127174
17.5, 20, 0.0128108
20, 30, 0.0130044
30, 40, 0.0134755
40, 50, 0.0139923
50, 70, 0.0142224
70, 90, 0.0140116
90, 110, 0.0139949
110, 150, 0.015185
150, 200, 0.0177344
200, 300, 0.0238427
