Acc Eff (stat, up)
0, 1, 0.00952859
1, 2, 0.00683772
2, 3, 0.0067592
3, 4, 0.00614303
4, 5, 0.00624164
5, 6, 0.00586819
6, 7, 0.00556038
7, 8, 0.00563718
8, 9, 0.0101929
9, 10, 0.0017028
10, 11, 0.00169419
11, 12, 0.00182342
12, 13, 0.00170889
13, 14, 0.00164771
14, 15, 0.00177436
15, 16, 0.00169358
16, 17, 0.00174729
17, 18, 0.00182057
18, 19, 0.00171771
19, 20, 0.00178772
20, 21, 0.00170193
21, 22, 0.00178137
22, 23, 0.00203551
23, 24, 0.00363979
24, 25, 0.00506551
25, 26, 0.0111011
