TnP (muid stat)
0, 2.5, 0.00286242
2.5, 5, 0.00285643
5, 7.5, 0.00285455
7.5, 10, 0.00286967
10, 12.5, 0.00287061
12.5, 15, 0.00288053
15, 17.5, 0.00288707
17.5, 20, 0.00289534
20, 30, 0.00289689
30, 40, 0.00296474
40, 50, 0.00309246
50, 70, 0.00342318
70, 90, 0.00421525
90, 110, 0.00542201
110, 150, 0.00746487
150, 190, 0.0109054
190, 250, 0.0150987
250, 600, 0.0327877
