AccEff (theory)
0, 0.01, 0.0430708
0.01, 0.03, 0.0433608
0.03, 0.05, 0.0432196
0.05, 0.07, 0.0420379
0.07, 0.1, 0.041568
0.1, 0.15, 0.0411807
0.15, 0.2, 0.040747
0.2, 0.3, 0.0399273
0.3, 0.5, 0.0395219
0.5, 3, 0.0395581
