Unfold (det.res.)
0, 2.5, 0.0080992
2.5, 5, 0.00703735
5, 7.5, 0.00475605
7.5, 10, 0.00463758
10, 12.5, 0.00509936
12.5, 15, 0.00942815
15, 17.5, 0.01393
17.5, 20, 0.0095286
20, 30, 0.00152982
30, 40, 0.0033937
40, 50, 0.00397242
50, 70, 0.00160711
70, 90, 0.00657738
90, 110, 0.00408064
110, 150, 0.0123734
150, 200, 0.0120918
200, 300, 0.0148609
