Bkg. (smoothed)
0, 0.008, 0.00418908
0.008, 0.016, 0.00391632
0.016, 0.024, 0.00359099
0.024, 0.034, 0.00321097
0.034, 0.045, 0.00287534
0.045, 0.057, 0.00271358
0.057, 0.072, 0.00277648
0.072, 0.091, 0.00303007
0.091, 0.114, 0.00334694
0.114, 0.145, 0.0035601
0.145, 0.189, 0.0036291
0.189, 0.258, 0.00381142
0.258, 0.391, 0.00464803
0.391, 0.695, 0.00663711
0.695, 1.153, 0.00994741
1.153, 1.947, 0.014372
1.947, 3.277, 0.0194171
