MomCorr
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 0, -8.61671e-05, -0.185695, -7.12029e-22, -1.71845e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05351e-23, 8.26581e-24, 0, 0, 0, 0, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 0.707106, 0, 0.408248, -0.707107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.57735, 0, 0, 0, 0, 0
0, -8.61671e-05, 0, 0.707106, 1, 9.60049e-05, 0.173205, -0.499999, 0, 0, 0, 0, 0, 0, 0, 0, -0.141421, 0, 0.141421, -0.141421, -0.326598, 0, 0, 0, 0, 0
0, -0.185695, 0, 0, 9.60049e-05, 1, 3.96662e-21, 8.61593e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.40213e-23, -6.90715e-24, 0, 0, 0, 0, 0
0, -7.12029e-22, 0, 0.408248, 0.173205, 3.96662e-21, 1, -0.057735, 0, 0, 0, 0, 0, 0, 0, 0, 0.163299, 0, -0.163299, 0.163299, -0.565685, 0, 0, 0, 0, 0
0, -1.71845e-10, 0, -0.707107, -0.499999, 8.61593e-10, -0.057735, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72257e-32, 0.408248, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, -0.141421, 0, 0.163299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -0.2, 0.2, -0.11547, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0.141421, 0, -0.163299, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2, 0, 1, -0.2, 0.11547, 0, 0, 0, 0, 0
0, 3.05351e-23, 0, 0, -0.141421, -3.40213e-23, 0.163299, 4.72257e-32, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, -0.2, 1, -0.11547, 0, 0, 0, 0, 0
0, 8.26581e-24, 0, -0.57735, -0.326598, -6.90715e-24, -0.565685, 0.408248, 0, 0, 0, 0, 0, 0, 0, 0, -0.11547, 0, 0.11547, -0.11547, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
