AccEff (theory)
1, 0.979559, 0.93903, 0.90025, 0.860744, 0.603298, 0.836052, 0.841979, 0.860496, 0.872147, 0.891927, 0.905812, -0.334345, -0.304037, -0.285555, -0.288326, -0.281901, -0.21888, -0.135226, -0.116651, -0.176844, 0.242395, -0.103696, -0.0968091, -0.0793507, 0.15519, 0.0644398, -0.109154, -0.127278, -0.209545, -0.253328, -0.290856, -0.280621, -0.292077, -0.304618, -0.277811
0.979559, 1, 0.985415, 0.960101, 0.929196, 0.68342, 0.903055, 0.905469, 0.917133, 0.924565, 0.935793, 0.943471, -0.317368, -0.293067, -0.273314, -0.271064, -0.278536, -0.207861, -0.131825, -0.103176, -0.154969, 0.26068, -0.04553, -0.0140611, -0.0199504, 0.204867, 0.119459, -0.0374125, -0.0524889, -0.158354, -0.189758, -0.231049, -0.229291, -0.236663, -0.247878, -0.229311
0.93903, 0.985415, 1, 0.992502, 0.975972, 0.763862, 0.956946, 0.956597, 0.96277, 0.966766, 0.967976, 0.968457, -0.279779, -0.260525, -0.241643, -0.235981, -0.25291, -0.184397, -0.124001, -0.0905546, -0.133415, 0.238089, -0.00751308, 0.0455145, 0.0214648, 0.219326, 0.160864, 0.0199609, 0.0193565, -0.0996833, -0.113841, -0.158773, -0.166408, -0.163679, -0.173453, -0.1625
0.90025, 0.960101, 0.992502, 1, 0.994977, 0.782587, 0.983022, 0.982251, 0.984459, 0.985477, 0.982939, 0.979459, -0.292544, -0.271601, -0.252556, -0.24599, -0.266018, -0.193136, -0.137475, -0.0970998, -0.141202, 0.243399, 0.00252036, 0.0657493, 0.0366111, 0.241957, 0.19231, 0.0461676, 0.0517338, -0.0848657, -0.091719, -0.141366, -0.15171, -0.144191, -0.153547, -0.147184
0.860744, 0.929196, 0.975972, 0.994977, 1, 0.803625, 0.995508, 0.994195, 0.99338, 0.992041, 0.984748, 0.977554, -0.280849, -0.259755, -0.239482, -0.234468, -0.255703, -0.185555, -0.135211, -0.0959247, -0.136424, 0.228256, 0.0116639, 0.08652, 0.0505625, 0.246015, 0.212449, 0.0698799, 0.0843473, -0.0601206, -0.0577577, -0.109856, -0.123931, -0.110376, -0.118788, -0.116495
0.603298, 0.68342, 0.763862, 0.782587, 0.803625, 1, 0.81433, 0.801208, 0.793927, 0.790885, 0.737673, 0.712235, 0.306335, 0.266996, 0.266418, 0.273471, 0.241765, 0.211691, 0.149395, 0.138657, 0.204021, -0.133808, 0.24379, 0.325259, 0.229308, 0.0133515, 0.131457, 0.277709, 0.323683, 0.298246, 0.380355, 0.386892, 0.354248, 0.386873, 0.393639, 0.344115
0.836052, 0.903055, 0.956946, 0.983022, 0.995508, 0.81433, 1, 0.99923, 0.997498, 0.994612, 0.983974, 0.974422, -0.270142, -0.247905, -0.227218, -0.225042, -0.243702, -0.179146, -0.132543, -0.0978091, -0.136098, 0.206191, 0.00411569, 0.084554, 0.0461309, 0.233338, 0.215853, 0.0716193, 0.0957506, -0.0482026, -0.0399393, -0.0940955, -0.110293, -0.0909444, -0.0988831, -0.0972272
0.841979, 0.905469, 0.956597, 0.982251, 0.994195, 0.801208, 0.99923, 1, 0.998884, 0.995994, 0.987346, 0.978993, -0.285364, -0.261975, -0.243925, -0.239566, -0.25798, -0.188893, -0.143424, -0.101359, -0.144424, 0.219914, 0.00106028, 0.0659552, 0.0402886, 0.237975, 0.206216, 0.0648714, 0.0772408, -0.0663861, -0.063205, -0.112994, -0.12336, -0.110632, -0.116772, -0.118239
0.860496, 0.917133, 0.96277, 0.984459, 0.99338, 0.793927, 0.997498, 0.998884, 1, 0.998906, 0.99269, 0.985914, -0.29392, -0.268713, -0.250224, -0.247162, -0.263562, -0.195461, -0.146346, -0.108459, -0.152943, 0.219173, -0.0143473, 0.0507059, 0.0267306, 0.23003, 0.198618, 0.0466975, 0.062303, -0.0777768, -0.0773691, -0.129454, -0.140436, -0.126522, -0.133781, -0.130602
0.872147, 0.924565, 0.966766, 0.985477, 0.992041, 0.790885, 0.994612, 0.995994, 0.998906, 1, 0.995804, 0.990186, -0.294516, -0.268795, -0.249801, -0.247399, -0.263538, -0.196822, -0.145193, -0.111801, -0.155978, 0.216306, -0.0214908, 0.0491439, 0.0211331, 0.2247, 0.199425, 0.0375082, 0.0603999, -0.0790562, -0.0781247, -0.134271, -0.148208, -0.130606, -0.139504, -0.132386
0.891927, 0.935793, 0.967976, 0.982939, 0.984748, 0.737673, 0.983974, 0.987346, 0.99269, 0.995804, 1, 0.998527, -0.359813, -0.326615, -0.306375, -0.304512, -0.318028, -0.241149, -0.176604, -0.138215, -0.195427, 0.254496, -0.0529895, 0.0102642, -0.00577863, 0.241601, 0.19744, 0.00285943, 0.0209086, -0.128651, -0.137967, -0.199445, -0.20965, -0.195353, -0.206569, -0.192703
0.905812, 0.943471, 0.968457, 0.979459, 0.977554, 0.712235, 0.974422, 0.978993, 0.985914, 0.990186, 0.998527, 1, -0.382885, -0.34726, -0.328475, -0.326085, -0.338116, -0.25693, -0.188725, -0.147178, -0.209708, 0.269599, -0.0653186, -0.0129818, -0.0188043, 0.243814, 0.186987, -0.0144665, -0.0039341, -0.152983, -0.168559, -0.2289, -0.235499, -0.225725, -0.236757, -0.220648
-0.334345, -0.317368, -0.279779, -0.292544, -0.280849, 0.306335, -0.270142, -0.285364, -0.29392, -0.294516, -0.359813, -0.382885, 1, 0.934309, 0.868871, 0.924566, 0.884221, 0.803133, 0.609808, 0.616899, 0.739228, -0.314225, 0.613622, 0.526111, 0.495279, -0.136625, 0.0265997, 0.528157, 0.501871, 0.692536, 0.758232, 0.865363, 0.866051, 0.854633, 0.876222, 0.791305
-0.304037, -0.293067, -0.260525, -0.271601, -0.259755, 0.266996, -0.247905, -0.261975, -0.268713, -0.268795, -0.326615, -0.34726, 0.934309, 1, 0.972133, 0.988824, 0.988722, 0.942856, 0.831884, 0.79346, 0.898317, -0.0882732, 0.721133, 0.711331, 0.701931, 0.129847, 0.303095, 0.716229, 0.702512, 0.862653, 0.872627, 0.94274, 0.942636, 0.937581, 0.939872, 0.914013
-0.285555, -0.273314, -0.241643, -0.252556, -0.239482, 0.266418, -0.227218, -0.243925, -0.250224, -0.249801, -0.306375, -0.328475, 0.868871, 0.972133, 1, 0.967537, 0.989481, 0.922925, 0.881211, 0.76811, 0.882366, -0.0963774, 0.654132, 0.751805, 0.704846, 0.163326, 0.380279, 0.716206, 0.75453, 0.890776, 0.905792, 0.944013, 0.922323, 0.946693, 0.9381, 0.940095
-0.288326, -0.271064, -0.235981, -0.24599, -0.234468, 0.273471, -0.225042, -0.239566, -0.247162, -0.247399, -0.304512, -0.326085, 0.924566, 0.988824, 0.967537, 1, 0.982181, 0.95764, 0.854804, 0.83336, 0.920604, -0.0259514, 0.759637, 0.745458, 0.738888, 0.191476, 0.354914, 0.753522, 0.73632, 0.886735, 0.887634, 0.951508, 0.948792, 0.943058, 0.9434, 0.918052
