AccEff (theory)
1, 0.962009, 0.961658, 0.998454, 0.998089, 0.997312, 0.992896, 0.966269, 0.179302, 0.290416, 0.293038, 0.295483, 0.30588, 0.307278, 0.30147, 0.31109, 0.302205, 0.306713, 0.306112, 0.301098, 0.295558, 0.283342, 0.262349, 0.197423, 0.14026, 0.109581
0.962009, 1, 0.999392, 0.955458, 0.948606, 0.941194, 0.923749, 0.860429, -0.0284298, 0.363451, 0.359292, 0.351566, 0.359299, 0.361646, 0.353798, 0.362484, 0.354026, 0.361016, 0.368884, 0.370928, 0.375046, 0.381547, 0.39105, 0.379574, 0.354274, 0.334273
0.961658, 0.999392, 1, 0.955232, 0.947978, 0.940142, 0.922752, 0.859032, -0.0370547, 0.345838, 0.341331, 0.334981, 0.34073, 0.342095, 0.336214, 0.343331, 0.336743, 0.342723, 0.349577, 0.352466, 0.356642, 0.363065, 0.372911, 0.363346, 0.339142, 0.319879
0.998454, 0.955458, 0.955232, 1, 0.999522, 0.99695, 0.993844, 0.969815, 0.197905, 0.313266, 0.316127, 0.321826, 0.330454, 0.330069, 0.327331, 0.335288, 0.328874, 0.331465, 0.328655, 0.324227, 0.317496, 0.302765, 0.277828, 0.203957, 0.13682, 0.0999693
0.998089, 0.948606, 0.947978, 0.999522, 1, 0.99846, 0.996433, 0.975936, 0.218285, 0.3076, 0.311021, 0.317074, 0.326624, 0.326669, 0.323198, 0.332068, 0.324716, 0.327991, 0.324838, 0.319596, 0.312183, 0.295839, 0.268467, 0.189621, 0.120412, 0.0836164
0.997312, 0.941194, 0.940142, 0.99695, 0.99846, 1, 0.998766, 0.98192, 0.234743, 0.278981, 0.283839, 0.287382, 0.300054, 0.302338, 0.295491, 0.306067, 0.295952, 0.300228, 0.298533, 0.291005, 0.282918, 0.266485, 0.237636, 0.15945, 0.0953018, 0.0622345
0.992896, 0.923749, 0.922752, 0.993844, 0.996433, 0.998766, 1, 0.989925, 0.270265, 0.267298, 0.273142, 0.278986, 0.291591, 0.293302, 0.28741, 0.297854, 0.288153, 0.291733, 0.288186, 0.279721, 0.269956, 0.250069, 0.215869, 0.128069, 0.0575652, 0.0219954
0.966269, 0.860429, 0.859032, 0.969815, 0.975936, 0.98192, 0.989925, 1, 0.372263, 0.226931, 0.236418, 0.246512, 0.26097, 0.262703, 0.257167, 0.268209, 0.257872, 0.260352, 0.253049, 0.240703, 0.226168, 0.197291, 0.148101, 0.035077, -0.0492911, -0.0890173
0.179302, -0.0284298, -0.0370547, 0.197905, 0.218285, 0.234743, 0.270265, 0.372263, 1, 0.127826, 0.159359, 0.176836, 0.192059, 0.195437, 0.19263, 0.193172, 0.192439, 0.192149, 0.172427, 0.145223, 0.112546, 0.0719964, -0.0462835, -0.229666, -0.344239, -0.386532
0.290416, 0.363451, 0.345838, 0.313266, 0.3076, 0.278981, 0.267298, 0.226931, 0.127826, 1, 0.998712, 0.996121, 0.996438, 0.993869, 0.99572, 0.994657, 0.994232, 0.993924, 0.994944, 0.994623, 0.992343, 0.987988, 0.966238, 0.888949, 0.783722, 0.71578
