Eff (theory)
1, 0.271269, 0.128843, 0.14005, 0.165277, 0.0881014, -0.0688516, -0.151754, -0.0549675, -0.060686, -0.188099, -0.163712, -0.135246, -0.0744213, -0.123017, -0.361549, -0.343704, -0.330964, -0.342462, -0.286367, -0.257578, -0.491756, -0.487362, -0.463913, -0.38148
0.271269, 1, 0.970136, 0.973827, 0.984502, 0.94399, 0.830014, 0.804734, -0.691872, -0.311673, -0.219321, -0.184603, -0.148161, -0.282023, 0.045528, 0.0301877, 0.0103055, 0.00688335, 0.180935, -0.108091, -0.006761, -0.0294667, -0.0272973, -0.251963, 0.261276
0.128843, 0.970136, 1, 0.995195, 0.991729, 0.947976, 0.859484, 0.883913, -0.668593, -0.26141, -0.0824709, -0.0965415, -0.0542651, -0.320921, 0.0912463, 0.110028, 0.041362, 0.0114604, 0.20031, -0.140353, -0.0388508, 0.0280986, 0.0807458, -0.184608, 0.439419
0.14005, 0.973827, 0.995195, 1, 0.992316, 0.942996, 0.859057, 0.876847, -0.677301, -0.305729, -0.136921, -0.152772, -0.108551, -0.352963, 0.0613844, 0.0857328, 0.0432316, 0.0135425, 0.199679, -0.145411, -0.0408789, 0.00477151, 0.0825371, -0.229583, 0.412748
0.165277, 0.984502, 0.991729, 0.992316, 1, 0.967607, 0.857249, 0.864915, -0.685293, -0.256911, -0.134994, -0.114416, -0.0824401, -0.274013, 0.0845632, 0.0902849, 0.0352859, 0.0142888, 0.204827, -0.110634, -0.017766, 0.0167135, 0.0348324, -0.185919, 0.384241
0.0881014, 0.94399, 0.947976, 0.942996, 0.967607, 1, 0.89587, 0.893202, -0.738874, -0.181, -0.100213, 0.003869, 0.0156853, -0.0994929, 0.166609, 0.197532, 0.135372, 0.128866, 0.326278, 0.0518511, 0.125609, 0.157138, 0.0817666, 0.0186754, 0.390882
-0.0688516, 0.830014, 0.859484, 0.859057, 0.857249, 0.89587, 1, 0.952484, -0.660668, -0.210496, -0.0203767, 0.0602908, 0.109668, -0.0601512, 0.40731, 0.508584, 0.509053, 0.490672, 0.648211, 0.33597, 0.443484, 0.481069, 0.482681, 0.194923, 0.403779
-0.151754, 0.804734, 0.883913, 0.876847, 0.864915, 0.893202, 0.952484, 1, -0.582748, -0.0842381, 0.143925, 0.172933, 0.222738, -0.0739283, 0.37165, 0.481573, 0.390618, 0.336895, 0.516456, 0.177875, 0.271621, 0.390118, 0.454773, 0.188001, 0.62257
-0.0549675, -0.691872, -0.668593, -0.677301, -0.685293, -0.738874, -0.660668, -0.582748, 1, 0.632232, 0.525384, 0.386638, 0.387714, 0.358438, 0.252645, 0.0975333, -0.0546063, -0.132192, -0.26431, -0.0415622, -0.1345, -0.063426, 0.0388756, 0.0890037, 0.0382299
-0.060686, -0.311673, -0.26141, -0.305729, -0.256911, -0.181, -0.210496, -0.0842381, 0.632232, 1, 0.838226, 0.880668, 0.838054, 0.778288, 0.502926, 0.391066, 0.0213652, -0.0599392, -0.0639347, 0.101111, 0.0130881, 0.144625, 0.0409479, 0.486343, 0.321308
