Eff (theory)
1, 0.999531, 0.999771, 0.999908, 0.999801, 0.999828, 0.999927, 0.999706, 0.999502, 0.999695, 0.999656, 0.999884, 0.999906, 0.999859, 0.999869, 0.999866, 0.999865, 0.999781, 0.999653, 0.99986, 0.999634, 0.999755, 0.999853, 0.999904
0.999531, 1, 0.999824, 0.999688, 0.999704, 0.999809, 0.99945, 0.999581, 0.99978, 0.999842, 0.999926, 0.999684, 0.999697, 0.999729, 0.999588, 0.999668, 0.999593, 0.999606, 0.99919, 0.999705, 0.999459, 0.999734, 0.999845, 0.999684
0.999771, 0.999824, 1, 0.999734, 0.999905, 0.99996, 0.999821, 0.999889, 0.999889, 0.999946, 0.99989, 0.999942, 0.999835, 0.999924, 0.99985, 0.999904, 0.999837, 0.999898, 0.999497, 0.999936, 0.99983, 0.99993, 0.999932, 0.999933
0.999908, 0.999688, 0.999734, 1, 0.999785, 0.999806, 0.999797, 0.999587, 0.999479, 0.999698, 0.999756, 0.999821, 0.99994, 0.999838, 0.999831, 0.999837, 0.999842, 0.999687, 0.999631, 0.999815, 0.999459, 0.999706, 0.999884, 0.999833
0.999801, 0.999704, 0.999905, 0.999785, 1, 0.999962, 0.999877, 0.999918, 0.999805, 0.999903, 0.99978, 0.999938, 0.999843, 0.999916, 0.999933, 0.999962, 0.999897, 0.999949, 0.999647, 0.999978, 0.999825, 0.999953, 0.999886, 0.999947
0.999828, 0.999809, 0.99996, 0.999806, 0.999962, 1, 0.99986, 0.999907, 0.999879, 0.99995, 0.999873, 0.999946, 0.999863, 0.999937, 0.999888, 0.99994, 0.999873, 0.999933, 0.999564, 0.999964, 0.999838, 0.999953, 0.999945, 0.999958
0.999927, 0.99945, 0.999821, 0.999797, 0.999877, 0.99986, 1, 0.999836, 0.999559, 0.999727, 0.999586, 0.999939, 0.999865, 0.999891, 0.999927, 0.999925, 0.999914, 0.999887, 0.999727, 0.999914, 0.999788, 0.999815, 0.99981, 0.999953
0.999706, 0.999581, 0.999889, 0.999587, 0.999918, 0.999907, 0.999836, 1, 0.999822, 0.999867, 0.99968, 0.999889, 0.999696, 0.999824, 0.999835, 0.999876, 0.999787, 0.999984, 0.999485, 0.999914, 0.999894, 0.999921, 0.999801, 0.999896
0.999502, 0.99978, 0.999889, 0.999479, 0.999805, 0.999879, 0.999559, 0.999822, 1, 0.999933, 0.999842, 0.999771, 0.999554, 0.99973, 0.999613, 0.9997, 0.999551, 0.999803, 0.999066, 0.999798, 0.999818, 0.999903, 0.999822, 0.999756
0.999695, 0.999842, 0.999946, 0.999698, 0.999903, 0.99995, 0.999727, 0.999867, 0.999933, 1, 0.999908, 0.999877, 0.999752, 0.999906, 0.999763, 0.99985, 0.999749, 0.999884, 0.999353, 0.999897, 0.999836, 0.999936, 0.99992, 0.999881
0.999656, 0.999926, 0.99989, 0.999756, 0.99978, 0.999873, 0.999586, 0.99968, 0.999842, 0.999908, 1, 0.999803, 0.999802, 0.999821, 0.999705, 0.999776, 0.999702, 0.999713, 0.999321, 0.999815, 0.999576, 0.999822, 0.999935, 0.999774
