MomCorr
1, 0, 0.178885, 0.11547, 0.141421, -0.194029, 0.19245, -0.182574, 0, 0, 0.141421, -0.173205, 0.2, 0, -0.141421, 0.0471405, -0.163299, 0.11547, 0.141421, 0, 0, 0.178885, 0, 0
0, 1, -0.451782, 0.17039, -0.2, 0.274398, -0.254669, 0.235647, 0.0802691, -0.0119352, 0.225751, -0.278334, -0.282722, 0.172628, 7.06926e-24, -0.0148675, -0.186665, 0.135425, -4.43976e-05, 0.105107, 0.282843, -0.252982, 0, 0
0.178885, -0.451782, 1, -0.213229, 0.459771, -0.520633, 0.527797, -0.465899, 0.00261489, 7.28526e-15, -0.0795133, 0.219336, 0.536735, -0.27795, -0.126491, 0.0331228, 0.208657, -0.0333588, 0.126446, 0.0319575, -0.357771, 0.48, 0, 0
0.11547, 0.17039, -0.213229, 1, -0.439197, -0.0280056, -0.226369, -0.0332603, 0.403171, 0.191429, 0.130067, -0.204349, -0.115611, 0.339918, 0.326599, -0.462296, -0.14509, 0.544896, 0.489986, -0.453461, 0.23094, 0.154919, 0, 0
0.141421, -0.2, 0.459771, -0.439197, 1, -0.411597, 0.434947, -0.329946, -0.191009, -0.0910597, 0.111333, 0.18909, 0.424397, -0.269612, -0.1, -0.00825821, 0.230322, -0.102917, 0.100054, -0.0623709, -0.282843, 0.379473, 0, 0
-0.194029, 0.274398, -0.520633, -0.0280056, -0.411597, 1, -0.513436, 0.57565, -0.140028, -2.27504e-11, 0.137199, -0.238048, -0.582085, 0.274398, -0.0342997, 0.182932, -0.257438, -0.0280056, -0.308697, 0.171499, 0.388057, -0.629098, 0, 0
0.19245, -0.254669, 0.527797, -0.226369, 0.434947, -0.513436, 1, -0.526352, -0.101051, 0.0372315, -0.107633, 0.111612, 0.577402, -0.234809, -0.272166, 0.232602, 0.0941054, -0.203201, 2.59681e-05, 0.154298, -0.3849, 0.430331, 0, 0
-0.182574, 0.235647, -0.465899, -0.0332603, -0.329946, 0.57565, -0.526352, 1, -0.214668, 6.85697e-15, 0.146715, -0.179197, -0.547711, 0.266224, 7.34564e-15, 0.116023, -0.185964, 0.00408606, -0.258173, 0.108556, 0.365148, -0.571548, 0, 0
0, 0.0802691, 0.00261489, 0.403171, -0.191009, -0.140028, -0.101051, -0.214668, 1, -0.261543, -0.136428, 0.170112, 7.19032e-05, -0.0530458, 0.408248, -0.564278, 0.271343, 0.433061, 0.408097, -0.303792, 0, 0.258199, 0, 0
0, -0.0119352, 7.28526e-15, 0.191429, -0.0910597, -2.27504e-11, 0.0372315, 6.85697e-15, -0.261543, 1, -0.191785, -0.0502054, -2.49464e-05, 0.237835, -6.58112e-24, 0.0738182, -0.0700711, -0.0389249, 0.000239725, -0.0108721, 0, 0, 0, 0
0.141421, 0.225751, -0.0795133, 0.130067, 0.111333, 0.137199, -0.107633, 0.146715, -0.136428, -0.191785, 1, -0.401811, -0.141278, 0.291634, -0.1, 0.0466057, -0.287122, 0.347596, 0.100065, -0.0156384, 0.282843, -0.126491, 0, 0
-0.173205, -0.278334, 0.219336, -0.204349, 0.18909, -0.238048, 0.111612, -0.179197, 0.170112, -0.0502054, -0.401811, 1, 0.173173, -0.277847, 0.326599, -0.328873, 0.601536, -0.0970403, 0.0815892, -0.187749, -0.34641, 0.284019, 0, 0
0.2, -0.282722, 0.536735, -0.115611, 0.424397, -0.582085, 0.577402, -0.547711, 7.19032e-05, -2.49464e-05, -0.141278, 0.173173, 1, -0.282976, -0.141421, 0.0471145, 0.16342, -0.115383, 0.141421, 0.000231894, -0.4, 0.536656, 0, 0
0, 0.172628, -0.27795, 0.339918, -0.269612, 0.274398, -0.234809, 0.266224, -0.0530458, 0.237835, 0.291634, -0.277847, -0.282976, 1, -2.38976e-23, 0.0352699, -0.259299, 0.217854, 0.000208541, -0.0166229, 0.282843, -0.252982, 0, 0
-0.141421, 7.06926e-24, -0.126491, 0.326599, -0.1, -0.0342997, -0.272166, 7.34564e-15, 0.408248, -6.58112e-24, -0.1, 0.326599, -0.141421, -2.38976e-23, 1, -0.7, 0.404145, 0.326599, 0.4, -0.5, 0, 0.189737, 0, 0
0.0471405, -0.0148675, 0.0331228, -0.462296, -0.00825821, 0.182932, 0.232602, 0.116023, -0.564278, 0.0738182, 0.0466057, -0.328873, 0.0471145, 0.0352699, -0.7, 1, -0.481581, -0.509033, -0.633285, 0.63958, 0, -0.379473, 0, 0
-0.163299, -0.186665, 0.208657, -0.14509, 0.230322, -0.257438, 0.0941054, -0.185964, 0.271343, -0.0700711, -0.287122, 0.601536, 0.16342, -0.259299, 0.404145, -0.481581, 1, -0.0423272, 0.173125, -0.199945, -0.326599, 0.328634, 0, 0
0.11547, 0.135425, -0.0333588, 0.544896, -0.102917, -0.0280056, -0.203201, 0.00408606, 0.433061, -0.0389249, 0.347596, -0.0970403, -0.115383, 0.217854, 0.326599, -0.509033, -0.0423272, 1, 0.489705, -0.332073, 0.23094, 0.154919, 0, 0
0.141421, -4.43976e-05, 0.126446, 0.489986, 0.100054, -0.308697, 2.59681e-05, -0.258173, 0.408097, 0.000239725, 0.100065, 0.0815892, 0.141421, 0.000208541, 0.4, -0.633285, 0.173125, 0.489705, 1, -0.50038, 0, 0.442719, 0, 0
0, 0.105107, 0.0319575, -0.453461, -0.0623709, 0.171499, 0.154298, 0.108556, -0.303792, -0.0108721, -0.0156384, -0.187749, 0.000231894, -0.0166229, -0.5, 0.63958, -0.199945, -0.332073, -0.50038, 1, 0, -0.316228, 0, 0
0, 0.282843, -0.357771, 0.23094, -0.282843, 0.388057, -0.3849, 0.365148, 0, 0, 0.282843, -0.34641, -0.4, 0.282843, 0, 0, -0.326599, 0.23094, 0, 0, 1, -0.357771, 0, 0
0.178885, -0.252982, 0.48, 0.154919, 0.379473, -0.629098, 0.430331, -0.571548, 0.258199, 0, -0.126491, 0.284019, 0.536656, -0.252982, 0.189737, -0.379473, 0.328634, 0.154919, 0.442719, -0.316228, -0.357771, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
