TnP (total)
1, 0.216879, 0.215486, 0.212665, 0.212336, 0.207912, 0.2056, 0.20263, 0.191204, 0.179954, 0.168529, 0.157981, 0.134105, 0.0983159, 0.0570289, 0.0234309, -0.00282492
0.216879, 1, 0.213621, 0.21095, 0.210581, 0.206357, 0.204148, 0.201274, 0.190343, 0.17944, 0.168352, 0.157929, 0.134465, 0.099093, 0.0576969, 0.0241844, -0.00231895
0.215486, 0.213621, 1, 0.210156, 0.209799, 0.205748, 0.203633, 0.200872, 0.190327, 0.179754, 0.168924, 0.158603, 0.135317, 0.0999168, 0.057926, 0.0241297, -0.00251377
0.212665, 0.21095, 0.210156, 1, 0.207407, 0.203543, 0.201531, 0.198891, 0.188755, 0.178575, 0.16813, 0.15817, 0.135771, 0.101308, 0.0601173, 0.0267298, -0.000106392
0.212336, 0.210581, 0.209799, 0.207407, 1, 0.203304, 0.20133, 0.198749, 0.188638, 0.178609, 0.168272, 0.158511, 0.136465, 0.102212, 0.0613233, 0.028022, 0.00114848
0.207912, 0.206357, 0.205748, 0.203543, 0.203304, 1, 0.197914, 0.195528, 0.186056, 0.176684, 0.166971, 0.157846, 0.137266, 0.104554, 0.0650998, 0.0325942, 0.00550301
0.2056, 0.204148, 0.203633, 0.201531, 0.20133, 0.197914, 1, 0.193916, 0.184805, 0.175845, 0.166529, 0.157824, 0.138153, 0.106343, 0.0677482, 0.0358856, 0.00875004
0.20263, 0.201274, 0.200872, 0.198891, 0.198749, 0.195528, 0.193916, 1, 0.183149, 0.174759, 0.165959, 0.157848, 0.139421, 0.108789, 0.0713805, 0.0400734, 0.0128846
0.191204, 0.190343, 0.190327, 0.188755, 0.188638, 0.186056, 0.184805, 0.183149, 1, 0.169421, 0.162297, 0.155969, 0.141412, 0.115093, 0.0817551, 0.0538012, 0.0274994
0.179954, 0.17944, 0.179754, 0.178575, 0.178609, 0.176684, 0.175845, 0.174759, 0.169421, 1, 0.159979, 0.156249, 0.146904, 0.126054, 0.0982826, 0.0750266, 0.0508704
0.168529, 0.168352, 0.168924, 0.16813, 0.168272, 0.166971, 0.166529, 0.165959, 0.162297, 0.159979, 1, 0.156165, 0.152337, 0.137622, 0.116138, 0.0985101, 0.0774552
0.157981, 0.157929, 0.158603, 0.15817, 0.158511, 0.157846, 0.157824, 0.157848, 0.155969, 0.156249, 0.156165, 1, 0.163566, 0.15817, 0.146751, 0.138513, 0.123256
0.134105, 0.134465, 0.135317, 0.135771, 0.136465, 0.137266, 0.138153, 0.139421, 0.141412, 0.146904, 0.152337, 0.163566, 1, 0.198717, 0.20848, 0.217627, 0.210757
0.0983159, 0.099093, 0.0999168, 0.101308, 0.102212, 0.104554, 0.106343, 0.108789, 0.115093, 0.126054, 0.137622, 0.15817, 0.198717, 1, 0.27366, 0.306608, 0.314229
0.0570289, 0.0576969, 0.057926, 0.0601173, 0.0613233, 0.0650998, 0.0677482, 0.0713805, 0.0817551, 0.0982826, 0.116138, 0.146751, 0.20848, 0.27366, 1, 0.401237, 0.421018
0.0234309, 0.0241844, 0.0241297, 0.0267298, 0.028022, 0.0325942, 0.0358856, 0.0400734, 0.0538012, 0.0750266, 0.0985101, 0.138513, 0.217627, 0.306608, 0.401237, 1, 0.538548
-0.00282492, -0.00231895, -0.00251377, -0.000106392, 0.00114848, 0.00550301, 0.00875004, 0.0128846, 0.0274994, 0.0508704, 0.0774552, 0.123256, 0.210757, 0.314229, 0.421018, 0.538548, 1
