AccEff (theory)
1, 0.971872, 0.971763, 0.998691, 0.998389, 0.997937, 0.994469, 0.972467, 0.335621
0.971872, 1, 0.999553, 0.966679, 0.961602, 0.956307, 0.942897, 0.891763, 0.158056
0.971763, 0.999553, 1, 0.966528, 0.961175, 0.955615, 0.942194, 0.890601, 0.152241
0.998691, 0.966679, 0.966528, 1, 0.999651, 0.997743, 0.995395, 0.975838, 0.352252
0.998389, 0.961602, 0.961175, 0.999651, 1, 0.998842, 0.997326, 0.980576, 0.368748
0.997937, 0.956307, 0.955615, 0.997743, 0.998842, 1, 0.999028, 0.984951, 0.38221
0.994469, 0.942897, 0.942194, 0.995395, 0.997326, 0.999028, 1, 0.99147, 0.412768
0.972467, 0.891763, 0.890601, 0.975838, 0.980576, 0.984951, 0.99147, 1, 0.501899
0.335621, 0.158056, 0.152241, 0.352252, 0.368748, 0.38221, 0.412768, 0.501899, 1
