Eff (theory)
1, 0.999895, 0.999921, 0.999944, 0.999879, 0.999968, 0.999943, 0.999947, 0.999834, 0.999936, 0.999941, 0.999943, 0.999957, 0.999441, 0.999672, 0.997794, 0.986228
0.999895, 1, 0.999981, 0.999944, 0.999911, 0.999874, 0.999966, 0.999842, 0.999946, 0.999961, 0.999823, 0.999784, 0.999769, 0.999733, 0.999596, 0.99826, 0.987244
0.999921, 0.999981, 1, 0.999973, 0.999928, 0.999889, 0.99998, 0.999863, 0.999959, 0.99998, 0.999852, 0.999837, 0.999816, 0.999712, 0.999599, 0.998197, 0.986938
0.999944, 0.999944, 0.999973, 1, 0.999952, 0.999917, 0.999992, 0.99993, 0.999928, 0.999981, 0.999925, 0.999897, 0.999879, 0.999643, 0.999682, 0.998191, 0.986986
0.999879, 0.999911, 0.999928, 0.999952, 1, 0.999845, 0.999959, 0.99988, 0.999928, 0.999946, 0.999904, 0.999877, 0.999821, 0.999654, 0.999725, 0.998373, 0.987738
0.999968, 0.999874, 0.999889, 0.999917, 0.999845, 1, 0.999912, 0.999951, 0.999772, 0.999893, 0.999923, 0.999884, 0.999935, 0.999351, 0.999619, 0.997661, 0.986098
0.999943, 0.999966, 0.99998, 0.999992, 0.999959, 0.999912, 1, 0.999916, 0.999947, 0.999988, 0.999918, 0.999887, 0.99986, 0.999689, 0.999703, 0.998271, 0.987221
0.999947, 0.999842, 0.999863, 0.99993, 0.99988, 0.999951, 0.999916, 1, 0.99976, 0.999888, 0.999946, 0.999895, 0.999918, 0.999356, 0.999685, 0.997858, 0.986445
0.999834, 0.999946, 0.999959, 0.999928, 0.999928, 0.999772, 0.999947, 0.99976, 1, 0.999947, 0.999773, 0.999777, 0.999698, 0.999812, 0.999565, 0.998393, 0.987524
0.999936, 0.999961, 0.99998, 0.999981, 0.999946, 0.999893, 0.999988, 0.999888, 0.999947, 1, 0.999898, 0.999875, 0.999851, 0.999702, 0.99969, 0.998258, 0.987138
0.999941, 0.999823, 0.999852, 0.999925, 0.999904, 0.999923, 0.999918, 0.999946, 0.999773, 0.999898, 1, 0.999949, 0.999962, 0.999418, 0.999807, 0.998057, 0.987169
0.999943, 0.999784, 0.999837, 0.999897, 0.999877, 0.999884, 0.999887, 0.999895, 0.999777, 0.999875, 0.999949, 1, 0.999957, 0.999344, 0.999709, 0.997773, 0.9865
0.999957, 0.999769, 0.999816, 0.999879, 0.999821, 0.999935, 0.99986, 0.999918, 0.999698, 0.999851, 0.999962, 0.999957, 1, 0.999253, 0.999705, 0.997655, 0.986224
0.999441, 0.999733, 0.999712, 0.999643, 0.999654, 0.999351, 0.999689, 0.999356, 0.999812, 0.999702, 0.999418, 0.999344, 0.999253, 1, 0.99946, 0.999149, 0.989616
0.999672, 0.999596, 0.999599, 0.999682, 0.999725, 0.999619, 0.999703, 0.999685, 0.999565, 0.99969, 0.999807, 0.999709, 0.999705, 0.99946, 1, 0.99878, 0.989083
0.997794, 0.99826, 0.998197, 0.998191, 0.998373, 0.997661, 0.998271, 0.997858, 0.998393, 0.998258, 0.998057, 0.997773, 0.997655, 0.999149, 0.99878, 1, 0.993619
0.986228, 0.987244, 0.986938, 0.986986, 0.987738, 0.986098, 0.987221, 0.986445, 0.987524, 0.987138, 0.987169, 0.9865, 0.986224, 0.989616, 0.989083, 0.993619, 1
